name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Mitchell Dijks,€2.00m,Left-Back,"Feb 9, 1993 (30)",Netherlands,"1,94m",left,"Sep 2, 2022","Jun 30, 2023",297.0,6,3,2.0,2.0,0.0,2.0,0.0,0.0,2.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,11.0,6.0,3.0,49.0,56.0,52.0,66.0,6.0,16.0,0.0,0.3,3.0,9.0,3.0,3.0,9.0,11.0,54.0,86.0,40.0,0.0,3.0,2.0,1.0,80.0,457.0,269.0,8.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Carlens Arcus,€1.80m,Right-Back,"Jun 28, 1996 (26)",Haiti,"1,76m",right,"Jul 1, 2022","Jun 30, 2025",2008.0,24,22,42.0,27.0,22.0,14.0,6.0,4.0,62.0,54.0,1.0,65.0,55.0,4.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,8.0,2.0,0.0,0.0,0.0,142.0,34.0,18.0,562.0,627.0,363.0,436.0,88.0,154.0,2.0,2.0,30.0,82.0,23.0,17.0,95.0,74.0,425.0,699.0,437.0,28.0,37.0,12.0,20.0,701.0,3581.0,1742.0,48.0,37.0,8.0,27.0,11.0,1.0,16.0,5.0,0.06,22.7,0.0,0.0,0.0,0.8
Romaric Yapi,€250k,Right-Back,"Jul 13, 2000 (22)",France,"1,78m",right,"Jul 11, 2021","Jun 30, 2024",344.0,15,3,3.0,3.0,1.0,1.0,1.0,2.0,3.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,16.0,8.0,9.0,46.0,61.0,32.0,41.0,11.0,17.0,0.0,0.5,5.0,5.0,4.0,2.0,11.0,13.0,39.0,72.0,84.0,14.0,12.0,6.0,6.0,104.0,661.0,250.0,9.0,5.0,0.0,5.0,7.0,0.0,6.0,3.0,0.0,12.6,0.0,0.0,0.0,0.5
Kacper Kozlowski,€8.00m,Central Midfield,"Oct 16, 2003 (19)",Poland,"1,82m",right,"Aug 25, 2022","Jun 30, 2023",1525.0,22,19,31.0,17.0,16.0,10.0,5.0,2.0,12.0,4.0,0.0,58.0,36.0,6.0,3.0,3.0,8.0,2.0,8.0,4.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,23.0,36.0,2.0,0.0,0.0,0.0,108.0,17.0,16.0,216.0,270.0,147.0,205.0,47.0,79.0,4.0,4.0,28.0,48.0,22.0,7.0,72.0,17.0,156.0,383.0,323.0,51.0,97.0,35.0,55.0,527.0,3226.0,1546.0,42.0,24.0,8.0,52.0,25.0,1.0,22.0,7.0,0.05,20.1,0.0,0.0,0.0,1.1
Matus Bero,€2.50m,Central Midfield,"Sep 6, 1995 (27)",Slovakia,"1,81m",right,"Jul 3, 2018","Jun 30, 2023",2250.0,25,25,41.0,22.0,12.0,19.0,10.0,6.0,15.0,27.0,0.0,66.0,48.0,2.0,1.0,10.0,5.0,0.0,8.0,4.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,35.0,44.0,3.0,0.0,0.0,0.0,167.0,49.0,51.0,381.0,479.0,252.0,340.0,47.0,83.0,3.0,2.0,30.0,72.0,18.0,2.0,110.0,31.0,205.0,649.0,498.0,70.0,61.0,21.0,35.0,643.0,2973.0,1275.0,36.0,24.0,14.0,64.0,39.0,4.0,47.0,17.0,0.06,18.4,0.0,1.0,1.0,4.7
Sondre Tronstad,€2.00m,Central Midfield,"Aug 26, 1995 (27)",Norway,"1,74m",right,"Jan 24, 2020","Jun 30, 2023",1785.0,22,21,49.0,30.0,21.0,19.0,9.0,8.0,19.0,22.0,1.0,44.0,39.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,24.0,17.0,0.0,0.0,0.0,0.0,153.0,19.0,23.0,357.0,410.0,347.0,384.0,74.0,98.0,0.0,0.8,14.0,106.0,10.0,2.0,123.0,34.0,246.0,688.0,232.0,19.0,30.0,14.0,14.0,584.0,3180.0,1497.0,31.0,24.0,3.0,19.0,13.0,1.0,17.0,5.0,0.06,21.6,0.0,0.0,0.0,1.2
Marco van Ginkel,€1.40m,Central Midfield,"Dec 1, 1992 (30)",Netherlands,"1,86m",right,"Jan 31, 2023","Jun 30, 2024",6.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Marco van Ginkel,€1.40m,Central Midfield,"Dec 1, 1992 (30)",Netherlands,"1,86m",right,"Jan 31, 2023","Jun 30, 2024",522.0,6,6,3.0,2.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,14.0,10.0,10.0,100.0,124.0,63.0,77.0,11.0,12.0,0.0,0.6,2.0,16.0,4.0,0.0,28.0,8.0,33.0,141.0,105.0,15.0,5.0,0.0,5.0,145.0,564.0,154.0,3.0,8.0,1.0,15.0,6.0,1.0,9.0,1.0,0.11,19.4,2.0,0.0,0.0,0.7
Toni Domgjoni,€1.20m,Central Midfield,"Sep 4, 1998 (24)",Kosovo,"1,79m",right,"Jul 1, 2021","Jun 30, 2024",298.0,6,3,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,17.0,4.0,7.0,38.0,48.0,25.0,36.0,5.0,8.0,0.0,0.8,2.0,9.0,3.0,0.0,10.0,6.0,23.0,74.0,35.0,8.0,5.0,1.0,3.0,65.0,449.0,262.0,6.0,3.0,1.0,5.0,3.0,0.0,5.0,1.0,0.0,16.5,0.0,0.0,0.0,0.5
Davy Pröpper,€700k,Central Midfield,"Sep 2, 1991 (31)",Netherlands,"1,85m",right,"Jan 27, 2023","Jun 30, 2024",94.0,2,1,3.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,16.0,21.0,12.0,15.0,9.0,10.0,0.0,0.4,4.0,2.0,0.0,0.0,4.0,4.0,14.0,35.0,18.0,2.0,2.0,0.0,2.0,27.0,109.0,35.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Gabriel Vidovic,€3.00m,Attacking Midfield,"Dec 1, 2003 (19)",Croatia,"1,80m",right,"Aug 30, 2022","Jun 30, 2023",1154.0,22,14,9.0,5.0,1.0,5.0,3.0,0.0,7.0,2.0,0.0,36.0,24.0,0.0,5.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,31.0,1.0,0.0,0.0,0.0,70.0,5.0,8.0,152.0,167.0,93.0,101.0,16.0,24.0,0.0,1.1,12.0,22.0,9.0,1.0,36.0,6.0,69.0,214.0,203.0,41.0,61.0,25.0,25.0,320.0,1997.0,858.0,23.0,24.0,11.0,39.0,27.0,3.0,17.0,8.0,0.18,17.8,0.0,0.0,0.0,1.1
Gyan de Regt,€100k,Left Winger,"Aug 18, 2003 (19)",Netherlands,"1,76m",,"Jan 12, 2022","Jun 30, 2025",9.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Million Manhoef,€1.80m,Right Winger,"Jan 3, 2002 (21)",Netherlands,"1,79m",left,"Aug 7, 2020","Jun 30, 2025",1759.0,26,20,18.0,11.0,7.0,7.0,4.0,1.0,7.0,8.0,0.0,62.0,42.0,2.0,9.0,7.0,2.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,26.0,18.0,10.0,0.0,0.0,0.0,88.0,4.0,17.0,213.0,260.0,142.0,203.0,21.0,57.0,2.0,3.7,25.0,27.0,35.0,9.0,55.0,12.0,85.0,314.0,507.0,76.0,102.0,34.0,57.0,571.0,4339.0,2052.0,61.0,52.0,32.0,75.0,42.0,6.0,51.0,25.0,0.12,18.9,3.0,0.0,0.0,4.6
Miliano Jonathans,€25k,Right Winger,"Apr 5, 2004 (18)",Netherlands,-,left,"Sep 1, 2022","Jun 30, 2025",90.0,8,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,13.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,22.0,25.0,17.0,24.0,3.0,5.0,0.0,0.5,9.0,2.0,7.0,3.0,8.0,0.0,4.0,25.0,42.0,4.0,4.0,2.0,2.0,49.0,340.0,177.0,4.0,6.0,1.0,2.0,1.0,0.0,5.0,2.0,0.0,24.2,0.0,0.0,0.0,0.2
Bartosz Bialek,€3.00m,Centre-Forward,"Nov 11, 2001 (21)",Poland,"1,91m",right,"Aug 29, 2022","Jun 30, 2023",1273.0,19,15,4.0,0.0,2.0,1.0,1.0,1.0,0.0,11.0,0.0,33.0,17.0,1.0,3.0,5.0,7.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,16.0,4.0,0.0,0.0,0.0,28.0,16.0,51.0,83.0,115.0,45.0,69.0,9.0,17.0,1.0,1.1,16.0,6.0,6.0,0.0,17.0,15.0,32.0,157.0,210.0,65.0,35.0,14.0,19.0,229.0,802.0,228.0,9.0,8.0,10.0,45.0,21.0,3.0,27.0,6.0,0.11,13.7,0.0,0.0,0.0,3.7
Mohamed Sankoh,€800k,Centre-Forward,"Oct 16, 2003 (19)",Netherlands,"1,83m",right,"Jul 22, 2022","Jun 30, 2023",411.0,15,2,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,15.0,8.0,20.0,31.0,47.0,18.0,22.0,2.0,5.0,1.0,0.5,5.0,3.0,2.0,0.0,5.0,0.0,15.0,68.0,76.0,24.0,12.0,6.0,5.0,80.0,438.0,223.0,8.0,3.0,3.0,27.0,7.0,1.0,12.0,5.0,0.08,12.1,0.0,0.0,0.0,2.3
Michael Verrips,€800k,Goalkeeper,"Dec 3, 1996 (26)",Netherlands,"1,96m",right,"Jul 2, 2022","Jun 30, 2023",1890.0,21,21,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,71.0,73.0,281.0,285.0,228.0,497.0,0.0,0.1,0.0,15.0,0.0,0.0,1.0,848.0,914.0,2.0,1.0,0.0,0.0,0.0,0.0,491.0,2308.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Peter Leeuwenburgh,€500k,Goalkeeper,"Mar 23, 1994 (29)",Netherlands,"1,96m",right,"Jul 1, 2021","Jun 30, 2023",360.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,19.0,19.0,37.0,37.0,32.0,96.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,141.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,360.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Jan de Boer,€25k,Goalkeeper,"May 20, 2000 (22)",Netherlands,"1,99m",right,"Aug 29, 2019","Jun 30, 2023",90.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,114.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Mads Bech Sörensen,€4.00m,Centre-Back,"Jan 7, 1999 (24)",Denmark,"1,93m",left,"Jan 19, 2023","Jun 30, 2023",449.0,5,5,3.0,2.0,1.0,2.0,0.0,4.0,2.0,21.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,32.0,6.0,7.0,69.0,81.0,133.0,151.0,49.0,87.0,0.0,0.1,1.0,23.0,1.0,0.0,15.0,45.0,167.0,172.0,34.0,4.0,1.0,1.0,0.0,211.0,1180.0,678.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Radinio Balker,€1.30m,Centre-Back,"Sep 3, 1998 (24)",Netherlands,"1,93m",right,"Jul 1, 2021","Jun 30, 2024",2004.0,23,23,38.0,26.0,25.0,13.0,0.0,29.0,26.0,86.0,0.0,24.0,21.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,14.0,13.0,0.0,0.0,1.0,0.0,121.0,55.0,48.0,298.0,328.0,508.0,546.0,184.0,264.0,0.0,0.5,7.0,74.0,4.0,1.0,83.0,186.0,715.0,668.0,63.0,15.0,16.0,11.0,5.0,842.0,5521.0,3299.0,34.0,14.0,0.0,23.0,15.0,1.0,6.0,1.0,0.17,20.9,0.0,0.0,0.0,0.6
Thijmen Blokzijl,€1.00m,Centre-Back,"Feb 25, 2005 (18)",Netherlands,"1,90m",right,"Jan 1, 2023","Jun 30, 2026",1040.0,12,12,12.0,8.0,9.0,2.0,1.0,11.0,6.0,35.0,1.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,71.0,16.0,22.0,193.0,210.0,274.0,312.0,56.0,111.0,1.0,1.0,2.0,35.0,2.0,0.0,43.0,71.0,382.0,333.0,27.0,9.0,0.0,0.0,0.0,453.0,2857.0,1667.0,16.0,7.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,20.1,0.0,0.0,0.0,0.2
Matej Chalus,€600k,Centre-Back,"Feb 2, 1998 (25)",Czech Republic,"1,90m",right,"Jan 27, 2023","Jun 30, 2023",102.0,3,1,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,9.0,18.0,20.0,37.0,43.0,2.0,13.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,6.0,38.0,46.0,6.0,2.0,0.0,0.0,0.0,51.0,278.0,143.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,16.5,0.0,0.0,0.0,0.1
Nordin Musampa,€500k,Centre-Back,"Oct 13, 2001 (21)",Netherlands,"1,79m",left,"Jul 1, 2022","Jun 30, 2025",61.0,2,0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.0,8.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,14.0,9.0,8.0,2.0,1.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.5,0.0,0.0,0.0,0.0
Maxim Mariani,-,Centre-Back,"Nov 3, 2004 (18)",Netherlands,-,,"Jan 1, 2023","Jun 30, 2025",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
