Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Julian Ryerson,no NOR,DF,25-137,13,1037.0,80.0,44.3,11.5,12,84.0,7,1,29.0,1,1.85,21.0,15.0,6.0,0.52,0.04,11.5,13.0,-1.5,-0.13,-0.09,Matches
Kevin Behrens,de GER,FW,32-059,26,1025.0,39.0,43.8,11.4,10,69.0,0,16,21.0,0,1.96,22.0,15.0,7.0,0.61,0.2,11.8,13.6,-1.8,-0.16,-0.14,Matches
Paul Jaeckel,de GER,DF,24-255,12,890.0,74.0,38.0,9.9,9,90.0,9,3,27.0,8,1.92,16.0,8.0,8.0,0.81,0.5,11.0,8.1,2.9,0.29,0.6,Matches
András Schäfer,hu HUN,MF,23-355,13,754.0,58.0,32.2,8.4,9,74.0,1,4,23.0,1,2.23,9.0,5.0,4.0,0.48,-0.03,7.6,7.3,0.3,0.04,0.17,Matches
Morten Thorsby,no NOR,MF,26-333,18,653.0,36.0,27.9,7.3,6,71.0,1,12,19.0,2,1.67,12.0,12.0,0.0,0.0,-0.69,7.5,12.1,-4.6,-0.64,-0.78,Matches
Timo Baumgartl,de GER,DF,27-030,7,517.0,74.0,22.1,5.7,6,82.0,3,1,28.0,7,1.57,6.0,8.0,-2.0,-0.35,-1.09,6.7,7.1,-0.3,-0.06,0.02,Matches
Genki Haraguchi,jp JPN,MF,31-329,11,498.0,45.0,21.3,5.5,6,70.0,0,5,16.0,5,2.18,8.0,7.0,1.0,0.18,-0.41,5.8,5.8,0.0,0.01,0.11,Matches
Aïssa Laïdouni,tn TUN,MF,26-111,7,477.0,68.0,20.4,5.3,6,76.0,1,1,22.0,1,1.71,5.0,5.0,0.0,0.0,-0.63,4.9,9.0,-4.1,-0.78,-0.87,Matches
Lennart Grill,de GER,GK,24-068,5,450.0,90.0,19.2,5.0,5,90.0,5,0,,21,1.4,7.0,11.0,-4.0,-0.8,-1.61,6.2,7.3,-1.1,-0.21,-0.16,Matches
Josip Juranović,hr CRO,DF,27-230,5,450.0,90.0,19.2,5.0,5,90.0,5,0,,5,2.2,7.0,3.0,4.0,0.8,0.37,5.9,6.5,-0.6,-0.11,-0.04,Matches
Paul Seguin,de GER,MF,28-005,18,633.0,35.0,27.1,7.0,4,85.0,2,14,21.0,4,1.78,12.0,10.0,2.0,0.28,-0.3,11.3,9.5,1.7,0.25,0.45,Matches
Jérôme Roussillon,fr FRA,DF,30-087,9,357.0,40.0,15.3,4.0,4,72.0,0,5,14.0,0,2.22,7.0,5.0,2.0,0.5,0.0,5.6,7.0,-1.4,-0.36,-0.33,Matches
Sven Michel,de GER,FW,32-262,16,412.0,26.0,17.6,4.6,2,74.0,1,14,19.0,8,1.69,7.0,4.0,3.0,0.66,0.19,6.0,4.0,2.0,0.44,0.64,Matches
Tymoteusz Puchacz,pl POL,DF,24-070,1,58.0,58.0,2.5,0.6,1,58.0,0,0,,2,3.0,0.0,1.0,-1.0,-1.55,-2.1,0.2,1.0,-0.8,-1.27,-1.22,Matches
Jamie Leweling,de GER,FW,22-036,12,186.0,16.0,7.9,2.1,0,,0,12,16.0,10,2.33,6.0,2.0,4.0,1.94,1.56,3.8,3.7,0.1,0.06,0.15,Matches
Miloš Pantović,rs SRB,MF,26-270,10,182.0,18.0,7.8,2.0,0,,0,10,18.0,4,2.1,4.0,4.0,0.0,0.0,-0.54,2.6,1.8,0.8,0.42,0.54,Matches
Tim Skarke,de GER,"DF,MF",26-208,3,53.0,18.0,2.3,0.6,0,,0,3,18.0,3,0.0,1.0,2.0,-1.0,-1.7,-2.25,1.3,0.6,0.6,1.04,1.15,Matches
Levin Öztunalı,de GER,MF,27-019,2,9.0,5.0,0.4,0.1,0,,0,2,5.0,2,3.0,4.0,0.0,4.0,40.0,39.65,1.1,0.2,0.9,8.94,9.06,Matches
Jakob Busk,dk DEN,GK,29-203,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Aljoscha Kemlein,de GER,MF,18-244,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Andreas Voglsammer,de GER,"FW,MF",31-084,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,28.6,26,2340.0,90.0,100.0,26.0,286,82.0,159,126,19.0,108,1.96,41.0,28.0,13.0,0.5,,28.7,30.8,-2.1,-0.08,,
Opponent Total,,,27.0,26,2340.0,90.0,100.0,26.0,286,82.0,159,126,19.0,117,0.81,28.0,41.0,-13.0,-0.5,,30.8,28.7,2.1,0.08,,
